country,date,forest area,life expectancy at birth
"Venezuela, RB",1987-01-01,,70.123
"Venezuela, RB",1986-01-01,,69.923
"Venezuela, RB",1985-01-01,,69.715
"Venezuela, RB",1984-01-01,,69.497
"Venezuela, RB",1983-01-01,,69.272
"Venezuela, RB",1982-01-01,,69.038
"Venezuela, RB",1981-01-01,,68.795
"Venezuela, RB",1980-01-01,,68.542
"Venezuela, RB",1979-01-01,,68.281
"Venezuela, RB",1978-01-01,,68.009
"Venezuela, RB",1977-01-01,,67.723
"Venezuela, RB",1976-01-01,,67.42
"Venezuela, RB",1975-01-01,,67.092
"Venezuela, RB",1974-01-01,,66.729
"Venezuela, RB",1973-01-01,,66.331
"Venezuela, RB",1972-01-01,,65.896
"Venezuela, RB",1971-01-01,,65.428
"Venezuela, RB",1970-01-01,,64.935
"Venezuela, RB",1969-01-01,,64.427
"Venezuela, RB",1968-01-01,,63.916
"Venezuela, RB",1967-01-01,,63.409
"Venezuela, RB",1966-01-01,,62.91
"Venezuela, RB",1965-01-01,,62.416
"Venezuela, RB",1964-01-01,,61.923
"Venezuela, RB",1963-01-01,,61.422
"Venezuela, RB",1962-01-01,,60.907
"Venezuela, RB",1961-01-01,,60.377
"Venezuela, RB",1960-01-01,,59.831
Vietnam,2020-01-01,146430.9,
Vietnam,2019-01-01,145671.9,75.4
Vietnam,2018-01-01,144912.9,75.317
Vietnam,2017-01-01,144153.9,75.241
Vietnam,2016-01-01,143776.8,75.172
Vietnam,2015-01-01,140618.6,75.11
Vietnam,2014-01-01,139271.0,75.056
Vietnam,2013-01-01,137923.4,75.006
Vietnam,2012-01-01,136575.8,74.958
Vietnam,2011-01-01,135228.2,74.904
Vietnam,2010-01-01,133880.6,74.837
Vietnam,2009-01-01,132276.64,74.745
Vietnam,2008-01-01,130672.68,74.625
Vietnam,2007-01-01,129068.72,74.474
Vietnam,2006-01-01,127464.76,74.295
Vietnam,2005-01-01,125860.8,74.092
Vietnam,2004-01-01,124256.84,73.875
Vietnam,2003-01-01,122652.88,73.654
Vietnam,2002-01-01,121048.92,73.438
Vietnam,2001-01-01,119444.96,73.228
Vietnam,2000-01-01,117841.0,73.025
Vietnam,1999-01-01,115432.86,72.824
Vietnam,1998-01-01,113024.72,72.617
Vietnam,1997-01-01,110616.58,72.399
Vietnam,1996-01-01,108208.44,72.168
Vietnam,1995-01-01,105800.3,71.923
Vietnam,1994-01-01,103392.16,71.666
Vietnam,1993-01-01,100984.02,71.399
Vietnam,1992-01-01,98575.88,71.124
Vietnam,1991-01-01,96167.74,70.842
Vietnam,1990-01-01,93759.6,70.551
Vietnam,1989-01-01,,70.252
Vietnam,1988-01-01,,69.943
Vietnam,1987-01-01,,69.624
Vietnam,1986-01-01,,69.293
Vietnam,1985-01-01,,68.972
Vietnam,1984-01-01,,68.688
Vietnam,1983-01-01,,68.439
Vietnam,1982-01-01,,68.203
Vietnam,1981-01-01,,67.942
Vietnam,1980-01-01,,67.542
Vietnam,1979-01-01,,66.865
Vietnam,1978-01-01,,65.859
Vietnam,1977-01-01,,64.547
Vietnam,1976-01-01,,63.01
Vietnam,1975-01-01,,61.446
Vietnam,1974-01-01,,60.112
Vietnam,1973-01-01,,59.203
Vietnam,1972-01-01,,58.826
Vietnam,1971-01-01,,58.98
Vietnam,1970-01-01,,59.563
Vietnam,1969-01-01,,60.383
Vietnam,1968-01-01,,61.186
Vietnam,1967-01-01,,61.767
Vietnam,1966-01-01,,62.037
Vietnam,1965-01-01,,61.963
Vietnam,1964-01-01,,61.581
Vietnam,1963-01-01,,61.02
Vietnam,1962-01-01,,60.387
Vietnam,1961-01-01,,59.72
Vietnam,1960-01-01,,59.039
South Africa,2020-01-01,170500.9,
South Africa,2019-01-01,170864.9,64.131
South Africa,2018-01-01,171228.9,63.857
South Africa,2017-01-01,171592.9,63.538
South Africa,2016-01-01,171956.9,63.153
South Africa,2015-01-01,172320.9,62.649
South Africa,2014-01-01,172684.9,61.968
South Africa,2013-01-01,173048.9,61.099
South Africa,2012-01-01,173412.9,60.06
South Africa,2011-01-01,173776.9,58.895
South Africa,2010-01-01,174140.9,57.669
South Africa,2009-01-01,174504.9,56.46
South Africa,2008-01-01,174868.9,55.36
South Africa,2007-01-01,175232.9,54.452
South Africa,2006-01-01,175596.9,53.795
South Africa,2005-01-01,175960.9,53.447
South Africa,2004-01-01,176324.9,53.444
South Africa,2003-01-01,176688.9,53.749
South Africa,2002-01-01,177052.9,54.31
South Africa,2001-01-01,177416.9,55.089
South Africa,2000-01-01,177780.9,56.048
South Africa,1999-01-01,178144.9,57.144
South Africa,1998-01-01,178508.9,58.315
South Africa,1997-01-01,178872.9,59.489
South Africa,1996-01-01,179236.9,60.595
South Africa,1995-01-01,179600.9,61.561
South Africa,1994-01-01,179964.9,62.331
South Africa,1993-01-01,180328.9,62.894
South Africa,1992-01-01,180692.9,63.247
South Africa,1991-01-01,181056.9,63.384
South Africa,1990-01-01,181420.9,63.307
South Africa,1989-01-01,,63.035
South Africa,1988-01-01,,62.619
South Africa,1987-01-01,,62.109
South Africa,1986-01-01,,61.54
South Africa,1985-01-01,,60.946
South Africa,1984-01-01,,60.353
South Africa,1983-01-01,,59.766
South Africa,1982-01-01,,59.191
South Africa,1981-01-01,,58.637
South Africa,1980-01-01,,58.107
South Africa,1979-01-01,,57.59
South Africa,1978-01-01,,57.071
South Africa,1977-01-01,,56.538
South Africa,1976-01-01,,55.99
South Africa,1975-01-01,,55.428
South Africa,1974-01-01,,54.856
South Africa,1973-01-01,,54.281
South Africa,1972-01-01,,53.713
South Africa,1971-01-01,,53.157
South Africa,1970-01-01,,52.62
South Africa,1969-01-01,,52.106
South Africa,1968-01-01,,51.615
South Africa,1967-01-01,,51.148
South Africa,1966-01-01,,50.705
South Africa,1965-01-01,,50.284
South Africa,1964-01-01,,49.888
South Africa,1963-01-01,,49.509
South Africa,1962-01-01,,49.142
South Africa,1961-01-01,,48.777
South Africa,1960-01-01,,48.406
