country,date,forest area,life expectancy at birth
Angola,2020-01-01,666073.8,
Angola,2019-01-01,671624.4,61.147
Angola,2018-01-01,677175.1,60.782
Angola,2017-01-01,682725.7,60.379
Angola,2016-01-01,688276.2,59.925
Angola,2015-01-01,693826.9,59.398
Angola,2014-01-01,699377.52,58.776
Angola,2013-01-01,704928.14,58.054
Angola,2012-01-01,710478.76,57.236
Angola,2011-01-01,716029.38,56.33
Angola,2010-01-01,721580.0,55.35
Angola,2009-01-01,727130.61,54.311
Angola,2008-01-01,732681.22,53.243
Angola,2007-01-01,738231.83,52.177
Angola,2006-01-01,743782.44,51.143
Angola,2005-01-01,749333.05,50.165
Angola,2004-01-01,754883.66,49.263
Angola,2003-01-01,760434.27,48.44
Angola,2002-01-01,765984.88,47.702
Angola,2001-01-01,771535.49,47.059
Angola,2000-01-01,777086.1,46.522
Angola,1999-01-01,778640.27,46.093
Angola,1998-01-01,780194.44,45.763
Angola,1997-01-01,781748.61,45.519
Angola,1996-01-01,783302.78,45.35
Angola,1995-01-01,784856.95,45.246
Angola,1994-01-01,786411.12,45.201
Angola,1993-01-01,787965.29,45.201
Angola,1992-01-01,789519.46,45.23
Angola,1991-01-01,791073.63,45.271
Angola,1990-01-01,792627.8,45.306
Angola,1989-01-01,,45.324
Angola,1988-01-01,,45.317
Angola,1987-01-01,,45.283
Angola,1986-01-01,,45.213
Angola,1985-01-01,,45.107
Angola,1984-01-01,,44.966
Angola,1983-01-01,,44.799
Angola,1982-01-01,,44.611
Angola,1981-01-01,,44.404
Angola,1980-01-01,,44.178
Angola,1979-01-01,,43.931
Angola,1978-01-01,,43.66
Angola,1977-01-01,,43.367
Angola,1976-01-01,,43.053
Angola,1975-01-01,,42.721
Angola,1974-01-01,,42.374
Angola,1973-01-01,,42.016
Angola,1972-01-01,,41.65
Angola,1971-01-01,,41.282
Angola,1970-01-01,,40.914
Angola,1969-01-01,,40.546
Angola,1968-01-01,,40.178
Angola,1967-01-01,,39.813
Angola,1966-01-01,,39.454
Angola,1965-01-01,,39.102
Angola,1964-01-01,,38.76
Angola,1963-01-01,,38.43
Angola,1962-01-01,,38.113
Angola,1961-01-01,,37.811
Angola,1960-01-01,,37.524
Albania,2020-01-01,7889.0,
Albania,2019-01-01,7889.0,78.573
Albania,2018-01-01,7889.0,78.458
Albania,2017-01-01,7889.025,78.333
Albania,2016-01-01,7891.8,78.194
Albania,2015-01-01,7891.875,78.025
Albania,2014-01-01,7877.64,77.813
Albania,2013-01-01,7863.405,77.554
Albania,2012-01-01,7849.17,77.252
Albania,2011-01-01,7834.935,76.914
Albania,2010-01-01,7820.7,76.562
Albania,2009-01-01,7807.93,76.221
Albania,2008-01-01,7795.16,75.912
Albania,2007-01-01,7782.39,75.646
Albania,2006-01-01,7769.62,75.423
Albania,2005-01-01,7756.85,75.228
Albania,2004-01-01,7744.08,75.039
Albania,2003-01-01,7731.31,74.828
Albania,2002-01-01,7718.54,74.579
Albania,2001-01-01,7705.77,74.288
Albania,2000-01-01,7693.0,73.955
Albania,1999-01-01,7712.5,73.587
Albania,1998-01-01,7732.0,73.208
Albania,1997-01-01,7751.5,72.838
Albania,1996-01-01,7771.0,72.495
Albania,1995-01-01,7790.5,72.205
Albania,1994-01-01,7810.0,71.992
Albania,1993-01-01,7829.5,71.86
Albania,1992-01-01,7849.0,71.802
Albania,1991-01-01,7868.5,71.803
Albania,1990-01-01,7888.0,71.836
Albania,1989-01-01,,71.86
Albania,1988-01-01,,71.843
Albania,1987-01-01,,71.76
Albania,1986-01-01,,71.605
Albania,1985-01-01,,71.388
Albania,1984-01-01,,71.134
Albania,1983-01-01,,70.876
Albania,1982-01-01,,70.635
Albania,1981-01-01,,70.416
Albania,1980-01-01,,70.208
Albania,1979-01-01,,69.991
Albania,1978-01-01,,69.742
Albania,1977-01-01,,69.448
Albania,1976-01-01,,69.11
Albania,1975-01-01,,68.736
Albania,1974-01-01,,68.343
Albania,1973-01-01,,67.953
Albania,1972-01-01,,67.582
Albania,1971-01-01,,67.237
Albania,1970-01-01,,66.935
Albania,1969-01-01,,66.689
Albania,1968-01-01,,66.487
Albania,1967-01-01,,66.304
Albania,1966-01-01,,66.11
Albania,1965-01-01,,65.85
Albania,1964-01-01,,65.463
Albania,1963-01-01,,64.914
Albania,1962-01-01,,64.19
Albania,1961-01-01,,63.301
Albania,1960-01-01,,62.283
Argentina,2020-01-01,285730.0,
Argentina,2019-01-01,286810.0,76.667
Argentina,2018-01-01,287910.0,76.52
Argentina,2017-01-01,288990.0,76.372
Argentina,2016-01-01,290100.0,76.221
Argentina,2015-01-01,290970.0,76.068
Argentina,2014-01-01,293204.0,75.913
Argentina,2013-01-01,295438.0,75.756
Argentina,2012-01-01,297672.0,75.598
Argentina,2011-01-01,299906.0,75.439
Argentina,2010-01-01,302140.0,75.278
Argentina,2009-01-01,305304.0,75.116
Argentina,2008-01-01,308468.0,74.952
Argentina,2007-01-01,311632.0,74.787
Argentina,2006-01-01,314796.0,74.62
Argentina,2005-01-01,317960.0,74.451
Argentina,2004-01-01,321124.0,74.28
Argentina,2003-01-01,324288.0,74.107
Argentina,2002-01-01,327452.0,73.932
Argentina,2001-01-01,330616.0,73.755
Argentina,2000-01-01,333780.0,73.576
Argentina,1999-01-01,335606.0,73.396
Argentina,1998-01-01,337432.0,73.213
Argentina,1997-01-01,339258.0,73.029
Argentina,1996-01-01,341084.0,72.843
Argentina,1995-01-01,342910.0,72.651
Argentina,1994-01-01,344736.0,72.453
Argentina,1993-01-01,346562.0,72.246
Argentina,1992-01-01,348388.0,72.032
Argentina,1991-01-01,350214.0,71.813
Argentina,1990-01-01,352040.0,71.594
Argentina,1989-01-01,,71.384
Argentina,1988-01-01,,71.186
Argentina,1987-01-01,,71.001
Argentina,1986-01-01,,70.825
Argentina,1985-01-01,,70.65
Argentina,1984-01-01,,70.466
Argentina,1983-01-01,,70.262
Argentina,1982-01-01,,70.033
Argentina,1981-01-01,,69.777
Argentina,1980-01-01,,69.496
Argentina,1979-01-01,,69.197
Argentina,1978-01-01,,68.891
Argentina,1977-01-01,,68.585
Argentina,1976-01-01,,68.283
Argentina,1975-01-01,,67.985
Argentina,1974-01-01,,67.686
Argentina,1973-01-01,,67.383
Argentina,1972-01-01,,67.078
Argentina,1971-01-01,,66.774
Argentina,1970-01-01,,66.483
Argentina,1969-01-01,,66.219
Argentina,1968-01-01,,65.989
Argentina,1967-01-01,,65.796
Argentina,1966-01-01,,65.64
Argentina,1965-01-01,,65.518
Argentina,1964-01-01,,65.426
Argentina,1963-01-01,,65.348
Argentina,1962-01-01,,65.269
Argentina,1961-01-01,,65.176
Argentina,1960-01-01,,65.055
Armenia,2020-01-01,3284.7,
Armenia,2019-01-01,3286.8,75.087
Armenia,2018-01-01,3288.9,74.945
Armenia,2017-01-01,3291.0,74.797
Armenia,2016-01-01,3293.1,74.64
Armenia,2015-01-01,3295.2,74.467
Armenia,2014-01-01,3297.28,74.273
Armenia,2013-01-01,3299.36,74.056
Armenia,2012-01-01,3301.44,73.82
Armenia,2011-01-01,3303.52,73.572
Armenia,2010-01-01,3305.6,73.331
Armenia,2009-01-01,3307.68,73.118
Armenia,2008-01-01,3309.76,72.946
Armenia,2007-01-01,3311.84,72.815
Armenia,2006-01-01,3313.92,72.716
Armenia,2005-01-01,3316.0,72.626
Armenia,2004-01-01,3318.08,72.513
Armenia,2003-01-01,3320.16,72.348
Armenia,2002-01-01,3322.24,72.112
Armenia,2001-01-01,3324.32,71.8
Armenia,2000-01-01,3326.4,71.409
Armenia,1999-01-01,3328.49,70.944
Armenia,1998-01-01,3330.58,70.434
Armenia,1997-01-01,3332.67,69.912
Armenia,1996-01-01,3334.76,69.404
Armenia,1995-01-01,3336.85,68.938
Armenia,1994-01-01,3338.94,68.538
Armenia,1993-01-01,3341.03,68.218
Armenia,1992-01-01,3343.12,67.99
Armenia,1991-01-01,3346.0,67.87
Armenia,1990-01-01,3350.0,67.879
Armenia,1989-01-01,,68.038
Armenia,1988-01-01,,68.332
Armenia,1987-01-01,,68.732
Armenia,1986-01-01,,69.205
Armenia,1985-01-01,,69.698
Armenia,1984-01-01,,70.15
Armenia,1983-01-01,,70.519
Armenia,1982-01-01,,70.776
Armenia,1981-01-01,,70.91
Armenia,1980-01-01,,70.937
Armenia,1979-01-01,,70.897
Armenia,1978-01-01,,70.838
Armenia,1977-01-01,,70.798
Armenia,1976-01-01,,70.783
Armenia,1975-01-01,,70.783
Armenia,1974-01-01,,70.775
Armenia,1973-01-01,,70.723
Armenia,1972-01-01,,70.605
Armenia,1971-01-01,,70.412
Armenia,1970-01-01,,70.144
Armenia,1969-01-01,,69.809
Armenia,1968-01-01,,69.427
Armenia,1967-01-01,,69.016
Armenia,1966-01-01,,68.588
Armenia,1965-01-01,,68.153
Armenia,1964-01-01,,67.716
Armenia,1963-01-01,,67.277
Armenia,1962-01-01,,66.838
Armenia,1961-01-01,,66.403
Armenia,1960-01-01,,65.972
Antigua and Barbuda,2020-01-01,81.2,
Antigua and Barbuda,2019-01-01,81.8,77.016
Antigua and Barbuda,2018-01-01,82.5,76.885
Antigua and Barbuda,2017-01-01,83.2,76.752
Antigua and Barbuda,2016-01-01,83.8,76.617
Antigua and Barbuda,2015-01-01,84.5,76.483
Antigua and Barbuda,2014-01-01,85.16,76.349
Antigua and Barbuda,2013-01-01,85.82,76.218
Antigua and Barbuda,2012-01-01,86.48,76.087
Antigua and Barbuda,2011-01-01,87.14,75.956
Antigua and Barbuda,2010-01-01,87.8,75.823
Antigua and Barbuda,2009-01-01,88.47,75.683
Antigua and Barbuda,2008-01-01,89.14,75.535
Antigua and Barbuda,2007-01-01,89.81,75.376
Antigua and Barbuda,2006-01-01,90.48,75.204
Antigua and Barbuda,2005-01-01,91.15,75.019
Antigua and Barbuda,2004-01-01,91.82,74.821
Antigua and Barbuda,2003-01-01,92.49,74.613
Antigua and Barbuda,2002-01-01,93.16,74.395
Antigua and Barbuda,2001-01-01,93.83,74.171
Antigua and Barbuda,2000-01-01,94.5,73.94
Antigua and Barbuda,1999-01-01,95.16,73.705
Antigua and Barbuda,1998-01-01,95.82,73.465
Antigua and Barbuda,1997-01-01,96.48,73.222
Antigua and Barbuda,1996-01-01,97.14,72.977
Antigua and Barbuda,1995-01-01,97.8,72.732
Antigua and Barbuda,1994-01-01,98.46,72.489
Antigua and Barbuda,1993-01-01,99.12,72.247
Antigua and Barbuda,1992-01-01,99.78,72.006
Antigua and Barbuda,1991-01-01,100.44,71.765
Antigua and Barbuda,1990-01-01,101.1,71.52
Antigua and Barbuda,1989-01-01,,71.267
Antigua and Barbuda,1988-01-01,,71.004
Antigua and Barbuda,1987-01-01,,70.728
Antigua and Barbuda,1986-01-01,,70.44
Antigua and Barbuda,1985-01-01,,70.137
Antigua and Barbuda,1984-01-01,,69.82
Antigua and Barbuda,1983-01-01,,69.491
Antigua and Barbuda,1982-01-01,,69.156
Antigua and Barbuda,1981-01-01,,68.818
Antigua and Barbuda,1980-01-01,,68.482
Antigua and Barbuda,1979-01-01,,68.154
Antigua and Barbuda,1978-01-01,,67.837
Antigua and Barbuda,1977-01-01,,67.533
Antigua and Barbuda,1976-01-01,,67.244
Antigua and Barbuda,1975-01-01,,66.975
Antigua and Barbuda,1974-01-01,,66.727
Antigua and Barbuda,1973-01-01,,66.498
Antigua and Barbuda,1972-01-01,,66.28
Antigua and Barbuda,1971-01-01,,66.066
Antigua and Barbuda,1970-01-01,,65.847
Antigua and Barbuda,1969-01-01,,65.616
Antigua and Barbuda,1968-01-01,,65.363
Antigua and Barbuda,1967-01-01,,65.081
Antigua and Barbuda,1966-01-01,,64.762
Antigua and Barbuda,1965-01-01,,64.401
Antigua and Barbuda,1964-01-01,,63.992
Antigua and Barbuda,1963-01-01,,63.54
Antigua and Barbuda,1962-01-01,,63.049
Antigua and Barbuda,1961-01-01,,62.523
Antigua and Barbuda,1960-01-01,,61.968
Azerbaijan,2020-01-01,11317.7,
Azerbaijan,2019-01-01,11202.4,73.005
Azerbaijan,2018-01-01,11087.1495,72.864
Azerbaijan,2017-01-01,10971.848,72.693
Azerbaijan,2016-01-01,10874.752,72.493
Azerbaijan,2015-01-01,10778.8697,72.266
Azerbaijan,2014-01-01,10688.085,72.022
Azerbaijan,2013-01-01,10597.3,71.768
Azerbaijan,2012-01-01,10506.515,71.506
Azerbaijan,2011-01-01,10415.731,71.234
Azerbaijan,2010-01-01,10324.9459,70.938
Azerbaijan,2009-01-01,10279.671,70.597
Azerbaijan,2008-01-01,10234.397,70.201
Azerbaijan,2007-01-01,10189.122,69.752
Azerbaijan,2006-01-01,10143.848,69.259
Azerbaijan,2005-01-01,10098.573,68.747
Azerbaijan,2004-01-01,10053.298,68.249
Azerbaijan,2003-01-01,10008.024,67.791
Azerbaijan,2002-01-01,9962.749,67.391
Azerbaijan,2001-01-01,9917.475,67.054
Azerbaijan,2000-01-01,9872.2,66.763
Azerbaijan,1999-01-01,9829.72,66.491
Azerbaijan,1998-01-01,9787.24,66.207
Azerbaijan,1997-01-01,9744.76,65.899
Azerbaijan,1996-01-01,9702.28,65.573
Azerbaijan,1995-01-01,9659.8,65.256
Azerbaijan,1994-01-01,9617.32,64.991
Azerbaijan,1993-01-01,9574.84,64.81
Azerbaijan,1992-01-01,9532.36,64.731
Azerbaijan,1991-01-01,8558.0,64.745
Azerbaijan,1990-01-01,8520.0,64.827
Azerbaijan,1989-01-01,,64.935
Azerbaijan,1988-01-01,,65.021
Azerbaijan,1987-01-01,,65.053
Azerbaijan,1986-01-01,,65.016
Azerbaijan,1985-01-01,,64.913
Azerbaijan,1984-01-01,,64.759
Azerbaijan,1983-01-01,,64.587
Azerbaijan,1982-01-01,,64.425
Azerbaijan,1981-01-01,,64.28
Azerbaijan,1980-01-01,,64.161
Azerbaijan,1979-01-01,,64.069
Azerbaijan,1978-01-01,,63.992
Azerbaijan,1977-01-01,,63.921
Azerbaijan,1976-01-01,,63.852
Azerbaijan,1975-01-01,,63.776
Azerbaijan,1974-01-01,,63.687
Azerbaijan,1973-01-01,,63.582
Azerbaijan,1972-01-01,,63.457
Azerbaijan,1971-01-01,,63.31
Azerbaijan,1970-01-01,,63.141
Azerbaijan,1969-01-01,,62.953
Azerbaijan,1968-01-01,,62.75
Azerbaijan,1967-01-01,,62.539
Azerbaijan,1966-01-01,,62.322
Azerbaijan,1965-01-01,,62.104
Azerbaijan,1964-01-01,,61.889
Azerbaijan,1963-01-01,,61.679
Azerbaijan,1962-01-01,,61.469
Azerbaijan,1961-01-01,,61.256
Azerbaijan,1960-01-01,,61.034
Bulgaria,2020-01-01,38930.0,
Bulgaria,2019-01-01,38800.0,74.9146341463415
Bulgaria,2018-01-01,38670.0,74.9634146341464
Bulgaria,2017-01-01,38540.0,74.8146341463415
Bulgaria,2016-01-01,38410.0,74.8121951219512
Bulgaria,2015-01-01,38330.0,74.6146341463415
Bulgaria,2014-01-01,38138.0,74.4658536585366
Bulgaria,2013-01-01,37946.0,74.8609756097561
Bulgaria,2012-01-01,37754.0,74.3146341463415
Bulgaria,2011-01-01,37562.0,74.1634146341463
Bulgaria,2010-01-01,37370.0,73.5121951219512
Bulgaria,2009-01-01,37008.0,73.4121951219512
Bulgaria,2008-01-01,36646.0,72.9634146341463
Bulgaria,2007-01-01,36284.0,72.6634146341463
Bulgaria,2006-01-01,35922.0,72.6121951219512
Bulgaria,2005-01-01,35560.0,72.5609756097561
Bulgaria,2004-01-01,35198.0,72.5634146341463
Bulgaria,2003-01-01,34836.0,72.0658536585366
Bulgaria,2002-01-01,34474.0,71.8658536585366
Bulgaria,2001-01-01,34112.0,71.7682926829268
Bulgaria,2000-01-01,33750.0,71.6634146341463
Bulgaria,1999-01-01,33702.0,71.4121951219512
Bulgaria,1998-01-01,33654.0,71.0609756097561
Bulgaria,1997-01-01,33606.0,70.3512195121951
Bulgaria,1996-01-01,33558.0,70.8973170731707
Bulgaria,1995-01-01,33510.0,71.0534146341463
Bulgaria,1994-01-01,33462.0,71.2087804878049
Bulgaria,1993-01-01,33414.0,71.3468292682927
Bulgaria,1992-01-01,33366.0,71.4943902439024
Bulgaria,1991-01-01,33318.0,71.5609756097561
Bulgaria,1990-01-01,33270.0,71.6414634146342
Bulgaria,1989-01-01,,71.7224390243903
Bulgaria,1988-01-01,,71.6043902439024
Bulgaria,1987-01-01,,71.5268292682927
Bulgaria,1986-01-01,,71.7307317073171
Bulgaria,1985-01-01,,71.2280487804878
Bulgaria,1984-01-01,,71.499756097561
Bulgaria,1983-01-01,,71.3863414634146
Bulgaria,1982-01-01,,71.1860975609756
Bulgaria,1981-01-01,,71.5719512195122
Bulgaria,1980-01-01,,71.1575609756098
Bulgaria,1979-01-01,,71.3082926829268
Bulgaria,1978-01-01,,71.1846341463415
Bulgaria,1977-01-01,,70.8160975609756
Bulgaria,1976-01-01,,71.3948780487805
Bulgaria,1975-01-01,,71.049756097561
Bulgaria,1974-01-01,,71.2080487804878
Bulgaria,1973-01-01,,71.3421951219512
Bulgaria,1972-01-01,,70.899512195122
Bulgaria,1971-01-01,,70.8736585365854
Bulgaria,1970-01-01,,71.2563414634146
Bulgaria,1969-01-01,,70.43
Bulgaria,1968-01-01,,71.2251219512195
Bulgaria,1967-01-01,,70.4139024390244
Bulgaria,1966-01-01,,71.2234146341464
Bulgaria,1965-01-01,,71.2939024390244
Bulgaria,1964-01-01,,71.1212195121951
Bulgaria,1963-01-01,,70.3092682926829
Bulgaria,1962-01-01,,69.4919512195122
Bulgaria,1961-01-01,,70.1956097560976
Bulgaria,1960-01-01,,69.2475609756098
Bosnia and Herzegovina,2020-01-01,21879.1,
Bosnia and Herzegovina,2019-01-01,21879.1,77.401
Bosnia and Herzegovina,2018-01-01,21879.1,77.262
Bosnia and Herzegovina,2017-01-01,21879.1,77.128
Bosnia and Herzegovina,2016-01-01,21765.1,76.998
Bosnia and Herzegovina,2015-01-01,21605.0,76.865
Bosnia and Herzegovina,2014-01-01,21489.32,76.723
Bosnia and Herzegovina,2013-01-01,21373.64,76.569
Bosnia and Herzegovina,2012-01-01,21257.96,76.401
Bosnia and Herzegovina,2011-01-01,21142.28,76.219
Bosnia and Herzegovina,2010-01-01,21026.6,76.031
Bosnia and Herzegovina,2009-01-01,21035.59,75.844
Bosnia and Herzegovina,2008-01-01,21044.58,75.665
Bosnia and Herzegovina,2007-01-01,21053.57,75.498
Bosnia and Herzegovina,2006-01-01,21062.56,75.342
Bosnia and Herzegovina,2005-01-01,21071.55,75.198
Bosnia and Herzegovina,2004-01-01,21080.54,75.068
Bosnia and Herzegovina,2003-01-01,21089.53,74.941
Bosnia and Herzegovina,2002-01-01,21098.52,74.803
Bosnia and Herzegovina,2001-01-01,21107.51,74.637
Bosnia and Herzegovina,2000-01-01,21116.5,74.403
Bosnia and Herzegovina,1999-01-01,21214.85,74.05
Bosnia and Herzegovina,1998-01-01,21313.2,73.569
Bosnia and Herzegovina,1997-01-01,21411.55,72.976
Bosnia and Herzegovina,1996-01-01,21509.9,72.307
Bosnia and Herzegovina,1995-01-01,21608.25,71.645
Bosnia and Herzegovina,1994-01-01,21706.6,71.093
Bosnia and Herzegovina,1993-01-01,21804.95,70.725
Bosnia and Herzegovina,1992-01-01,21903.3,70.577
Bosnia and Herzegovina,1991-01-01,22050.0,70.645
Bosnia and Herzegovina,1990-01-01,22100.0,70.877
Bosnia and Herzegovina,1989-01-01,,71.184
Bosnia and Herzegovina,1988-01-01,,71.461
Bosnia and Herzegovina,1987-01-01,,71.626
Bosnia and Herzegovina,1986-01-01,,71.65
Bosnia and Herzegovina,1985-01-01,,71.534
Bosnia and Herzegovina,1984-01-01,,71.315
Bosnia and Herzegovina,1983-01-01,,71.061
Bosnia and Herzegovina,1982-01-01,,70.82
Bosnia and Herzegovina,1981-01-01,,70.601
Bosnia and Herzegovina,1980-01-01,,70.399
Bosnia and Herzegovina,1979-01-01,,70.193
Bosnia and Herzegovina,1978-01-01,,69.954
Bosnia and Herzegovina,1977-01-01,,69.657
Bosnia and Herzegovina,1976-01-01,,69.296
Bosnia and Herzegovina,1975-01-01,,68.872
Bosnia and Herzegovina,1974-01-01,,68.39
Bosnia and Herzegovina,1973-01-01,,67.867
Bosnia and Herzegovina,1972-01-01,,67.32
Bosnia and Herzegovina,1971-01-01,,66.756
Bosnia and Herzegovina,1970-01-01,,66.187
Bosnia and Herzegovina,1969-01-01,,65.621
Bosnia and Herzegovina,1968-01-01,,65.059
Bosnia and Herzegovina,1967-01-01,,64.499
Bosnia and Herzegovina,1966-01-01,,63.94
Bosnia and Herzegovina,1965-01-01,,63.381
Bosnia and Herzegovina,1964-01-01,,62.818
Bosnia and Herzegovina,1963-01-01,,62.243
Bosnia and Herzegovina,1962-01-01,,61.646
Bosnia and Herzegovina,1961-01-01,,61.019
Bosnia and Herzegovina,1960-01-01,,60.353
Belarus,2020-01-01,87676.0,
Belarus,2019-01-01,87531.0,74.2268292682927
Belarus,2018-01-01,87386.0,74.1756097560976
Belarus,2017-01-01,87241.0,74.1292682926829
Belarus,2016-01-01,87096.0,73.8268292682927
Belarus,2015-01-01,86335.0,73.6243902439025
Belarus,2014-01-01,86328.0,72.9707317073171
Belarus,2013-01-01,86321.0,72.4707317073171
Belarus,2012-01-01,86314.0,71.9658536585366
Belarus,2011-01-01,86307.0,70.5536585365854
Belarus,2010-01-01,86300.0,70.4048780487805
Belarus,2009-01-01,85943.0,70.4073170731707
Belarus,2008-01-01,85586.0,70.4560975609756
Belarus,2007-01-01,85229.0,70.2073170731707
Belarus,2006-01-01,84872.0,69.4048780487805
Belarus,2005-01-01,84515.0,68.8512195121951
Belarus,2004-01-01,84158.0,68.9560975609756
Belarus,2003-01-01,83801.0,68.5536585365854
Belarus,2002-01-01,83444.0,68.0560975609756
Belarus,2001-01-01,83087.0,68.5073170731707
Belarus,2000-01-01,82730.0,68.9121951219512
Belarus,1999-01-01,82237.0,67.9073170731707
Belarus,1998-01-01,81744.0,68.4073170731707
Belarus,1997-01-01,81251.0,68.4609756097561
Belarus,1996-01-01,80758.0,68.5121951219512
Belarus,1995-01-01,80265.0,68.4609756097561
Belarus,1994-01-01,79772.0,68.7682926829268
Belarus,1993-01-01,79279.0,68.9707317073171
Belarus,1992-01-01,78786.0,70.0219512195122
Belarus,1991-01-01,78786.0,70.3780487804878
Belarus,1990-01-01,77800.0,70.8365853658537
Belarus,1989-01-01,,71.4829268292683
Belarus,1988-01-01,,71.3414634146341
Belarus,1987-01-01,,70.990243902439
Belarus,1986-01-01,,71.549512195122
Belarus,1985-01-01,,70.9926829268293
Belarus,1984-01-01,,70.2719268292683
Belarus,1983-01-01,,70.0646585365854
Belarus,1982-01-01,,69.9082195121951
Belarus,1981-01-01,,69.8191707317073
Belarus,1980-01-01,,69.8020243902439
Belarus,1979-01-01,,69.8416341463415
Belarus,1978-01-01,,69.9063170731707
Belarus,1977-01-01,,69.9674146341464
Belarus,1976-01-01,,70.0159024390244
Belarus,1975-01-01,,70.0482682926829
Belarus,1974-01-01,,70.0680731707317
Belarus,1973-01-01,,70.0824390243902
Belarus,1972-01-01,,70.0924146341464
Belarus,1971-01-01,,70.093
Belarus,1970-01-01,,70.079243902439
Belarus,1969-01-01,,70.0451463414634
Belarus,1968-01-01,,69.9826341463415
Belarus,1967-01-01,,69.8816585365854
Belarus,1966-01-01,,69.7346097560976
Belarus,1965-01-01,,69.5374146341464
Belarus,1964-01-01,,69.2899268292683
Belarus,1963-01-01,,68.9920731707317
Belarus,1962-01-01,,68.6358292682927
Belarus,1961-01-01,,68.2126585365854
Belarus,1960-01-01,,67.7080975609756
Belize,2020-01-01,12770.5,
Belize,2019-01-01,12882.1,74.623
Belize,2018-01-01,12993.7,74.496
Belize,2017-01-01,13105.2,74.365
Belize,2016-01-01,13216.8,74.219
Belize,2015-01-01,13328.3,74.034
Belize,2014-01-01,13445.42,73.782
Belize,2013-01-01,13562.54,73.452
Belize,2012-01-01,13679.66,73.044
Belize,2011-01-01,13796.78,72.57
Belize,2010-01-01,13913.9,72.057
Belize,2009-01-01,13981.81,71.541
Belize,2008-01-01,14049.72,71.059
Belize,2007-01-01,14117.63,70.636
Belize,2006-01-01,14185.54,70.286
Belize,2005-01-01,14253.45,69.998
Belize,2004-01-01,14321.36,69.749
Belize,2003-01-01,14389.27,69.511
Belize,2002-01-01,14457.18,69.272
Belize,2001-01-01,14525.09,69.04
Belize,2000-01-01,14593.0,68.847
Belize,1999-01-01,14733.73,68.734
Belize,1998-01-01,14874.46,68.734
Belize,1997-01-01,15015.19,68.858
Belize,1996-01-01,15155.92,69.1
Belize,1995-01-01,15296.65,69.439
Belize,1994-01-01,15437.38,69.845
Belize,1993-01-01,15578.11,70.268
Belize,1992-01-01,15718.84,70.662
Belize,1991-01-01,15859.57,70.996
Belize,1990-01-01,16000.3,71.242
Belize,1989-01-01,,71.386
Belize,1988-01-01,,71.437
Belize,1987-01-01,,71.405
Belize,1986-01-01,,71.294
Belize,1985-01-01,,71.11
Belize,1984-01-01,,70.865
Belize,1983-01-01,,70.575
Belize,1982-01-01,,70.257
Belize,1981-01-01,,69.921
Belize,1980-01-01,,69.577
Belize,1979-01-01,,69.229
Belize,1978-01-01,,68.874
Belize,1977-01-01,,68.509
Belize,1976-01-01,,68.135
Belize,1975-01-01,,67.751
Belize,1974-01-01,,67.354
Belize,1973-01-01,,66.939
Belize,1972-01-01,,66.504
Belize,1971-01-01,,66.047
Belize,1970-01-01,,65.566
Belize,1969-01-01,,65.058
Belize,1968-01-01,,64.525
Belize,1967-01-01,,63.971
Belize,1966-01-01,,63.402
Belize,1965-01-01,,62.823
Belize,1964-01-01,,62.241
Belize,1963-01-01,,61.663
Belize,1962-01-01,,61.092
Belize,1961-01-01,,60.531
Belize,1960-01-01,,59.981
Bolivia,2020-01-01,508337.6,
Bolivia,2019-01-01,510337.6,71.513
Bolivia,2018-01-01,512532.4,71.239
Bolivia,2017-01-01,514922.2,70.945
Bolivia,2016-01-01,517506.8,70.626
Bolivia,2015-01-01,520272.2,70.277
Bolivia,2014-01-01,522389.78,69.891
Bolivia,2013-01-01,524507.36,69.468
Bolivia,2012-01-01,526624.94,69.01
Bolivia,2011-01-01,528742.52,68.521
Bolivia,2010-01-01,530860.1,68.007
Bolivia,2009-01-01,532875.48,67.476
Bolivia,2008-01-01,534890.86,66.937
Bolivia,2007-01-01,536906.24,66.395
Bolivia,2006-01-01,538921.62,65.853
Bolivia,2005-01-01,540937.0,65.312
Bolivia,2004-01-01,542952.38,64.766
Bolivia,2003-01-01,544967.76,64.21
Bolivia,2002-01-01,546983.14,63.64
Bolivia,2001-01-01,548998.52,63.054
Bolivia,2000-01-01,551013.9,62.452
Bolivia,1999-01-01,553717.23,61.835
Bolivia,1998-01-01,556420.56,61.204
Bolivia,1997-01-01,559123.89,60.566
Bolivia,1996-01-01,561827.22,59.922
Bolivia,1995-01-01,564530.55,59.276
Bolivia,1994-01-01,567233.88,58.631
Bolivia,1993-01-01,569937.21,57.989
Bolivia,1992-01-01,572640.54,57.351
Bolivia,1991-01-01,575343.87,56.721
Bolivia,1990-01-01,578047.2,56.099
Bolivia,1989-01-01,,55.486
Bolivia,1988-01-01,,54.881
Bolivia,1987-01-01,,54.284
Bolivia,1986-01-01,,53.695
Bolivia,1985-01-01,,53.115
Bolivia,1984-01-01,,52.543
Bolivia,1983-01-01,,51.98
Bolivia,1982-01-01,,51.427
Bolivia,1981-01-01,,50.883
Bolivia,1980-01-01,,50.349
Bolivia,1979-01-01,,49.824
Bolivia,1978-01-01,,49.31
Bolivia,1977-01-01,,48.806
Bolivia,1976-01-01,,48.312
Bolivia,1975-01-01,,47.828
Bolivia,1974-01-01,,47.355
Bolivia,1973-01-01,,46.893
